family,father,mother,children,childGender,childHeight
170,67.5,62.0,5,male,70.0
170,67.5,62.0,5,male,69.5
170,67.5,62.0,5,male,69.0
170,67.5,62.0,5,male,68.5
170,67.5,62.0,5,female,66.0
171,67.0,61.0,1,male,67.0
172,66.0,67.0,8,male,70.5
172,66.0,67.0,8,male,70.5
172,66.0,67.0,8,male,67.0
172,66.0,67.0,8,male,66.0
172,66.0,67.0,8,male,66.0
172,66.0,67.0,8,female,62.0
172,66.0,67.0,8,female,62.0
172,66.0,67.0,8,female,61.5
173,66.0,67.0,9,male,72.0
173,66.0,67.0,9,male,65.0
173,66.0,67.0,9,male,65.0
173,66.0,67.0,9,female,67.0
173,66.0,67.0,9,female,64.0
173,66.0,67.0,9,female,64.0
173,66.0,67.0,9,female,62.0
173,66.0,67.0,9,female,60.0
173,66.0,67.0,9,female,60.0
174,66.0,66.0,5,male,66.0
174,66.0,66.0,5,male,65.0
174,66.0,66.0,5,female,67.0
174,66.0,66.0,5,female,66.5
174,66.0,66.0,5,female,65.5
175,66.0,66.0,6,male,72.0
175,66.0,66.0,6,male,68.0
175,66.0,66.0,6,female,66.0
175,66.0,66.0,6,female,65.0
175,66.0,66.0,6,female,62.0
175,66.0,66.0,6,female,61.0
176,66.5,65.0,8,male,68.7
176,66.5,65.0,8,male,68.5
176,66.5,65.0,8,male,66.5
176,66.5,65.0,8,male,64.5
176,66.5,65.0,8,female,62.5
176,66.5,65.0,8,female,60.5
176,66.5,65.0,8,female,60.5
176,66.5,65.0,8,female,57.5
177,66.0,65.5,5,male,72.0
177,66.0,65.5,5,male,71.0
177,66.0,65.5,5,male,67.0
177,66.0,65.5,5,female,66.0
177,66.0,65.5,5,female,65.0
178,66.0,63.0,1,male,70.0
179,66.0,63.5,2,female,64.5
179,66.0,63.5,2,female,62.0
180,66.5,63.0,6,male,67.2
180,66.5,63.0,6,male,67.0
180,66.5,63.0,6,male,65.0
180,66.5,63.0,6,female,65.0
180,66.5,63.0,6,female,65.0
180,66.5,63.0,6,female,63.0
181,66.5,62.5,7,male,70.0
181,66.5,62.5,7,male,68.0
181,66.5,62.5,7,female,63.5
181,66.5,62.5,7,female,62.5
181,66.5,62.5,7,female,62.5
181,66.5,62.5,7,female,62.5
181,66.5,62.5,7,female,62.5
182,66.0,61.5,1,male,70.0
183,66.0,60.0,4,male,68.0
183,66.0,60.0,4,male,67.0
183,66.0,60.0,4,male,65.0
183,66.0,60.0,4,female,60.0
184,66.0,60.0,1,male,65.0
185,66.0,59.0,15,male,68.0
185,66.0,59.0,15,male,67.0
185,66.0,59.0,15,male,66.5
185,66.0,59.0,15,male,66.0
185,66.0,59.0,15,male,65.7
185,66.0,59.0,15,male,65.5
185,66.0,59.0,15,male,65.0
185,66.0,59.0,15,female,65.0
185,66.0,59.0,15,female,64.0
185,66.0,59.0,15,female,63.0
185,66.0,59.0,15,female,62.0
185,66.0,59.0,15,female,61.0
185,66.0,59.0,15,female,60.0
185,66.0,59.0,15,female,58.0
185,66.0,59.0,15,female,57.0
186,65.0,67.0,4,male,66.5
186,65.0,67.0,4,male,66.0
186,65.0,67.0,4,male,66.0
186,65.0,67.0,4,female,65.0
187,65.0,67.0,1,female,63.0
188,65.0,66.0,4,male,63.0
188,65.0,66.0,4,female,63.0
188,65.0,66.0,4,female,63.0
188,65.0,66.0,4,female,60.0
189,65.0,66.0,5,male,67.0
189,65.0,66.0,5,male,66.0
189,65.0,66.0,5,male,65.0
189,65.0,66.0,5,female,65.0
189,65.0,66.0,5,female,61.0
190,65.0,65.0,9,male,69.0
190,65.0,65.0,9,male,68.0
190,65.0,65.0,9,male,68.0
190,65.0,65.0,9,female,65.0
190,65.0,65.0,9,female,65.0
190,65.0,65.0,9,female,62.0
190,65.0,65.0,9,female,62.0
190,65.0,65.0,9,female,61.0
190,65.0,65.0,9,female,59.0
191,65.0,65.5,2,male,70.7
191,65.0,65.5,2,female,65.5
192,65.0,65.0,6,male,69.2
192,65.0,65.0,6,male,69.0
192,65.0,65.0,6,male,68.0
192,65.0,65.0,6,male,67.7
192,65.0,65.0,6,female,64.5
192,65.0,65.0,6,female,60.5
193,65.0,64.0,6,male,67.0
193,65.0,64.0,6,male,67.0
193,65.0,64.0,6,female,64.0
193,65.0,64.0,6,female,64.0
193,65.0,64.0,6,female,62.5
193,65.0,64.0,6,female,60.5
194,65.0,63.0,2,male,70.0
194,65.0,63.0,2,female,63.0
195,65.0,63.0,3,male,66.0
195,65.0,63.0,3,male,66.0
195,65.0,63.0,3,female,63.0
196,65.5,63.0,4,male,71.0
196,65.5,63.0,4,male,71.0
196,65.5,63.0,4,male,69.0
196,65.5,63.0,4,female,63.5
197,65.5,60.0,5,male,68.0
197,65.5,60.0,5,male,68.0
197,65.5,60.0,5,male,67.0
197,65.5,60.0,5,male,67.0
197,65.5,60.0,5,female,62.0
198,64.0,64.0,7,male,71.5
198,64.0,64.0,7,male,68.0
198,64.0,64.0,7,female,65.5
198,64.0,64.0,7,female,64.0
198,64.0,64.0,7,female,62.0
198,64.0,64.0,7,female,62.0
198,64.0,64.0,7,female,61.0
199,64.0,64.0,7,male,70.5
199,64.0,64.0,7,male,68.0
199,64.0,64.0,7,female,67.0
199,64.0,64.0,7,female,65.0
199,64.0,64.0,7,female,64.0
199,64.0,64.0,7,female,64.0
199,64.0,64.0,7,female,60.0
200,64.0,63.0,1,male,64.5
201,64.0,60.0,2,male,66.0
201,64.0,60.0,2,female,60.0
202,63.0,63.5,2,female,68.5
202,63.0,63.5,2,female,63.5
203,62.0,66.0,3,male,64.0
203,62.0,66.0,3,female,62.0
203,62.0,66.0,3,female,61.0
204,62.5,63.0,2,male,66.5
204,62.5,63.0,2,female,57.0
